CustomerID,SessionDuration,PagesVisited,ItemsAddedToCart,ItemsRemovedFromCart,DeviceUsed
CUST01694,12.3,6,1,0,Desktop
CUST01695,23.09,9,2,0,Desktop
CUST01696,0.77,6,2,2,Tablet
CUST01697,0.42,6,3,1,Tablet
CUST01698,12.88,1,5,4,Tablet
CUST01699,12.62,7,1,0,Tablet
CUST01700,28.94,7,2,0,Desktop
CUST01701,27.72,6,5,3,Desktop
CUST01702,8.11,1,4,1,Tablet
CUST01703,0.31,6,3,0,Tablet
CUST01704,16.86,1,3,1,Tablet
CUST01705,17.04,9,4,2,Tablet
CUST01706,7.95,6,0,0,Mobile
CUST01707,8.35,5,2,1,Tablet
CUST01708,7.79,7,0,0,Tablet
CUST01709,12.34,3,3,3,Tablet
CUST01710,25.16,5,1,0,Desktop
CUST01711,8.79,6,0,0,Mobile
CUST01712,9.7,4,4,2,Desktop
CUST01713,27.04,8,0,0,Mobile
CUST01714,7.84,5,2,2,Tablet
CUST01715,6.4,10,0,0,Desktop
CUST01716,17.03,4,4,4,Tablet
CUST01717,21.05,2,3,1,Desktop
CUST01718,21.99,3,5,0,Mobile
CUST01719,57.06,10,1,0,Mobile
CUST01720,37.24,4,1,1,Tablet
CUST01721,0.77,1,3,3,Desktop
CUST01722,38.06,3,4,3,Tablet
CUST01723,5.53,3,5,1,Tablet
CUST01724,5.04,5,4,1,Mobile
CUST01725,18.02,6,0,0,Mobile
CUST01726,2.41,1,5,0,Tablet
CUST01727,2.52,4,1,0,Tablet
CUST01728,11.58,1,3,0,Mobile
CUST01729,16.15,3,3,2,Mobile
CUST01730,5.5,8,2,0,Mobile
CUST01731,3.46,9,0,0,Desktop
CUST01732,18.73,5,1,1,Tablet
CUST01733,0.52,4,1,0,Mobile
CUST01734,12.64,5,4,0,Desktop
CUST01735,7.97,6,2,2,Mobile
CUST01736,16.53,6,0,0,Tablet
CUST01737,5.36,10,1,1,Desktop
CUST01738,26.61,6,2,0,Tablet
CUST01739,27.3,2,5,4,Desktop
CUST01740,1.84,1,0,0,Tablet
CUST01741,2.52,6,5,0,Mobile
CUST01742,4.04,3,1,1,Desktop
CUST01743,2.14,7,2,2,Mobile
CUST01744,22.13,4,4,4,Tablet
CUST01745,5.56,9,4,4,Tablet
CUST01746,1.55,12,3,1,Tablet
CUST01747,8.98,10,5,3,Tablet
CUST01748,3.11,5,1,1,Desktop
CUST01749,25.53,1,0,0,Tablet
CUST01750,10.18,5,5,0,Tablet
CUST01751,28.28,7,0,0,Mobile
CUST01752,22.13,1,0,0,Desktop
CUST01753,18.97,1,4,0,Tablet
CUST01754,1.37,14,1,1,Tablet
CUST01755,34.96,6,1,1,Mobile
CUST01756,19.36,5,0,0,Desktop
CUST01757,20.89,6,3,1,Mobile
CUST01758,72.13,1,3,0,Tablet
CUST01759,9.36,4,3,2,Mobile
CUST01760,12.7,8,4,0,Desktop
CUST01761,21.09,2,2,0,Desktop
CUST01762,8.02,2,4,1,Desktop
CUST01763,19.25,7,1,0,Mobile
CUST01764,10.63,5,0,0,Desktop
CUST01765,34.83,1,1,1,Tablet
CUST01766,17.65,8,5,0,Desktop
CUST01767,10.45,4,0,0,Desktop
CUST01768,3.95,6,1,0,Tablet
CUST01769,27.85,1,1,1,Desktop
CUST01770,2.87,3,1,0,Tablet
CUST01771,5.38,3,2,2,Mobile
CUST01772,18.84,3,5,5,Desktop
CUST01773,21.45,6,5,0,Desktop
CUST01774,8.86,2,2,1,Mobile
CUST01775,49.19,6,0,0,Tablet
CUST01776,24.5,11,0,0,Mobile
CUST01777,18.18,2,5,4,Tablet
CUST01778,16.15,9,1,0,Mobile
CUST01779,1.63,2,1,0,Mobile
CUST01780,0.43,7,4,1,Tablet
CUST01781,26.52,6,0,0,Mobile
CUST01782,2.07,4,0,0,Tablet
CUST01783,31.29,1,3,3,Tablet
CUST01784,19.6,4,5,3,Tablet
CUST01785,11.19,7,5,4,Mobile
CUST01786,21.59,5,3,1,Tablet
CUST01787,15.47,6,2,2,Mobile
CUST01788,22.17,4,2,0,Desktop
CUST01789,5.08,7,1,0,Mobile
CUST01790,24.48,3,1,0,Tablet
CUST01791,15.06,6,4,4,Desktop
CUST01792,11.44,1,4,4,Mobile
CUST01793,1.75,5,5,0,Mobile
CUST01794,2.16,8,2,2,Desktop
CUST01795,39.11,1,2,0,Desktop
CUST01796,4.26,4,3,2,Tablet
CUST01797,2.31,3,0,0,Desktop
CUST01798,15.58,3,0,0,Desktop
CUST01799,14.91,7,4,0,Mobile
CUST01800,1.66,8,5,5,Mobile
CUST01801,28.5,8,5,3,Desktop
CUST01802,17.51,3,5,1,Desktop
CUST01803,77.95,6,2,1,Tablet
CUST01804,0.09,8,2,2,Desktop
CUST01805,19.0,1,4,4,Tablet
CUST01806,0.21,8,5,2,Tablet
CUST01807,0.52,2,1,1,Desktop
CUST01808,16.01,3,0,0,Desktop
CUST01809,6.61,8,4,3,Mobile
CUST01810,10.13,1,2,1,Mobile
CUST01811,6.46,4,3,3,Mobile
CUST01812,30.2,4,0,0,Desktop
CUST01813,8.41,3,1,0,Mobile
CUST01814,14.21,3,3,3,Desktop
CUST01815,12.26,1,0,0,Tablet
CUST01816,1.22,1,3,2,Desktop
CUST01817,2.54,10,2,2,Mobile
CUST01818,38.54,2,2,2,Desktop
CUST01819,13.1,3,4,1,Tablet
CUST01820,5.54,7,0,0,Tablet
CUST01821,5.34,6,5,2,Tablet
CUST01822,51.9,8,3,0,Mobile
CUST01823,5.95,2,5,1,Desktop
CUST01824,38.26,5,0,0,Tablet
CUST01825,13.16,10,4,0,Tablet
CUST01826,8.03,1,1,1,Desktop
CUST01827,15.42,11,1,1,Tablet
CUST01828,29.85,9,1,0,Tablet
CUST01829,6.75,11,3,0,Desktop
CUST01830,31.75,1,0,0,Desktop
CUST01831,3.7,1,0,0,Desktop
CUST01832,37.97,3,0,0,Desktop
CUST01833,3.55,9,5,0,Tablet
CUST01834,9.48,10,4,2,Mobile
CUST01835,33.01,4,2,0,Desktop
CUST01836,0.53,1,5,2,Desktop
CUST01837,7.08,7,2,2,Tablet
CUST01838,32.02,4,2,1,Tablet
CUST01839,18.82,6,2,2,Mobile
CUST01840,3.15,8,2,1,Tablet
CUST01841,4.34,2,0,0,Mobile
CUST01842,2.19,5,1,1,Tablet
CUST01843,22.04,2,5,5,Mobile
CUST01844,6.21,7,3,3,Desktop
CUST01845,14.58,4,5,0,Desktop
CUST01846,4.81,5,1,0,Mobile
CUST01847,8.53,4,3,1,Mobile
CUST01848,26.24,1,1,1,Tablet
CUST01849,50.81,7,3,1,Tablet
CUST01850,42.76,5,5,5,Tablet
CUST01851,1.37,2,1,1,Desktop
CUST01852,9.98,9,3,3,Tablet
CUST01853,20.7,5,3,1,Tablet
CUST01854,23.44,4,4,1,Tablet
CUST01855,2.95,11,3,1,Tablet
CUST01856,2.13,2,0,0,Mobile
CUST01857,15.47,3,3,0,Desktop
CUST01858,3.85,9,5,5,Desktop
CUST01859,3.63,5,4,4,Tablet
CUST01860,23.54,5,3,3,Mobile
CUST01861,10.59,3,0,0,Mobile
CUST01862,20.16,9,5,3,Tablet
CUST01863,72.08,6,3,1,Tablet
CUST01864,38.73,6,2,1,Desktop
CUST01865,9.46,4,3,1,Tablet
CUST01866,56.85,3,3,0,Desktop
CUST01867,1.67,8,1,1,Mobile
CUST01868,10.71,6,0,0,Desktop
CUST01869,8.13,1,4,4,Mobile
CUST01870,0.61,3,5,2,Mobile
CUST01871,24.27,4,5,1,Mobile
CUST01872,8.62,7,2,2,Mobile
CUST01873,26.76,1,4,0,Tablet
CUST01874,0.97,10,4,2,Desktop
CUST01875,14.86,4,3,2,Desktop
CUST01876,9.85,6,5,2,Desktop
CUST01877,3.04,4,1,0,Tablet
CUST01878,29.56,4,2,0,Desktop
CUST01879,1.46,6,5,5,Tablet
CUST01880,8.48,9,1,0,Mobile
CUST01881,13.99,4,5,4,Desktop
CUST01882,9.66,1,5,3,Mobile
CUST01883,1.6,4,0,0,Desktop
CUST01884,55.99,10,5,0,Tablet
CUST01885,17.63,3,0,0,Tablet
CUST01886,76.74,6,4,0,Mobile
CUST01887,23.06,2,0,0,Desktop
CUST01888,1.48,4,2,2,Mobile
CUST01889,30.83,5,5,3,Desktop
CUST01890,9.68,5,4,1,Mobile
CUST01891,19.47,4,2,1,Desktop
CUST01892,14.96,5,1,1,Mobile
CUST01893,26.39,5,2,2,Desktop
CUST01894,14.79,8,4,4,Mobile
CUST01895,7.12,3,1,1,Mobile
CUST01896,35.2,1,2,2,Desktop
CUST01897,17.57,1,4,2,Mobile
CUST01898,22.3,8,0,0,Desktop
CUST01899,7.32,5,2,1,Mobile
CUST01900,9.37,8,2,2,Mobile
CUST01901,18.78,2,3,2,Desktop
CUST01902,13.88,1,3,1,Mobile
CUST01903,4.76,4,2,0,Mobile
CUST01904,6.52,8,1,0,Mobile
CUST01905,31.29,5,5,1,Mobile
CUST01906,17.9,2,2,0,Desktop
CUST01907,36.44,7,4,0,Mobile
CUST01908,26.5,5,1,1,Desktop
CUST01909,23.95,5,5,1,Mobile
CUST01910,1.09,1,3,2,Mobile
CUST01911,12.54,4,4,2,Mobile
CUST01912,30.44,7,3,2,Desktop
CUST01913,2.81,9,2,2,Tablet
CUST01914,2.52,8,2,0,Desktop
CUST01915,3.16,1,5,2,Tablet
CUST01916,2.1,1,3,1,Mobile
CUST01917,5.99,2,1,1,Tablet
CUST01918,9.39,5,1,0,Mobile
CUST01919,12.26,1,4,2,Mobile
CUST01920,10.42,3,1,0,Desktop
CUST01921,4.25,6,0,0,Desktop
CUST01922,11.03,7,4,1,Mobile
CUST01923,20.65,7,1,0,Tablet
CUST01924,11.01,5,5,0,Desktop
CUST01925,3.62,6,1,0,Mobile
CUST01926,13.26,6,5,1,Tablet
CUST01927,7.04,5,5,4,Mobile
CUST01928,33.38,4,5,1,Tablet
CUST01929,6.89,1,3,2,Tablet
CUST01930,2.19,4,4,4,Mobile
CUST01931,15.45,6,3,1,Desktop
CUST01932,16.49,6,0,0,Mobile
CUST01933,45.0,4,3,0,Tablet
CUST01934,11.73,2,3,2,Mobile
CUST01935,21.73,4,0,0,Mobile
CUST01936,0.76,5,2,2,Mobile
CUST01937,28.73,5,5,2,Tablet
CUST01938,71.48,4,4,4,Mobile
CUST01939,0.09,8,2,1,Desktop
CUST01940,32.94,1,1,0,Tablet
CUST01941,24.91,6,5,4,Mobile
CUST01942,16.6,7,2,0,Desktop
CUST01943,9.43,1,2,0,Tablet
CUST01944,29.66,4,3,0,Mobile
CUST01945,41.9,4,4,1,Desktop
CUST01946,0.88,3,0,0,Mobile
CUST01947,14.02,1,4,3,Mobile
CUST01948,15.99,2,4,0,Desktop
CUST01949,32.39,1,0,0,Mobile
CUST01950,5.79,4,2,0,Tablet
CUST01951,30.04,1,0,0,Desktop
CUST01952,17.37,9,1,0,Desktop
CUST01953,1.76,7,3,3,Tablet
CUST01954,2.26,4,3,1,Tablet
CUST01955,18.59,3,5,3,Tablet
CUST01956,9.47,1,0,0,Tablet
CUST01957,5.15,2,5,0,Mobile
CUST01958,0.48,2,3,1,Tablet
CUST01959,28.69,7,2,1,Tablet
CUST01960,3.94,4,1,1,Desktop
CUST01961,61.72,1,5,3,Desktop
CUST01962,11.59,8,3,3,Tablet
CUST01963,62.06,9,2,2,Tablet
CUST01964,9.46,4,5,2,Desktop
CUST01965,31.83,3,2,0,Desktop
CUST01966,9.35,7,1,1,Mobile
CUST01967,3.56,6,2,1,Desktop
CUST01968,10.33,1,3,1,Tablet
CUST01969,36.89,8,1,0,Mobile
CUST01970,37.28,7,2,1,Tablet
CUST01971,11.45,1,0,0,Mobile
CUST01972,18.37,2,0,0,Tablet
CUST01973,8.99,4,0,0,Mobile
CUST01974,1.82,3,4,0,Mobile
CUST01975,10.44,1,1,0,Tablet
CUST01976,18.9,3,5,3,Desktop
CUST01977,27.49,2,3,2,Desktop
CUST01978,4.9,6,2,0,Desktop
CUST01979,47.01,10,4,4,Mobile
CUST01980,17.86,4,3,2,Tablet
CUST01981,22.44,1,2,1,Mobile
CUST01982,2.63,1,3,3,Desktop
CUST01983,13.53,1,4,2,Tablet
CUST01984,0.76,5,4,3,Tablet
CUST01985,16.91,5,4,2,Desktop
CUST01986,39.67,10,0,0,Tablet
CUST01987,9.68,1,3,2,Mobile
CUST01988,18.35,4,5,3,Mobile
CUST01989,0.55,2,0,0,Desktop
CUST01990,1.98,5,5,2,Desktop
CUST01991,12.11,7,2,0,Mobile
CUST01992,44.94,3,1,0,Tablet
CUST01993,26.18,3,5,3,Mobile
CUST01994,36.88,4,3,0,Desktop
CUST01995,4.66,6,4,2,Desktop
CUST01996,29.24,3,0,0,Desktop
CUST01997,13.83,1,1,0,Mobile
CUST01998,2.81,1,4,0,Tablet
CUST01999,5.75,6,4,1,Tablet
CUST02000,22.02,12,1,0,Desktop
CUST02001,10.58,7,0,0,Tablet
CUST02002,15.58,8,4,0,Tablet
CUST02003,28.19,2,5,0,Desktop
CUST02004,10.54,6,5,2,Tablet
CUST02005,9.8,6,4,1,Tablet
CUST02006,48.29,3,3,3,Tablet
CUST02007,43.78,7,1,1,Tablet
CUST02008,3.57,5,4,0,Tablet
CUST02009,89.23,7,0,0,Tablet
CUST02010,10.31,8,4,3,Mobile
CUST02011,68.57,7,1,0,Mobile
CUST02012,23.75,6,1,0,Tablet
CUST02013,3.84,4,5,3,Desktop
CUST02014,4.1,8,2,2,Tablet
CUST02015,5.26,6,5,2,Desktop
CUST02016,12.28,7,0,0,Tablet
CUST02017,29.39,9,1,0,Desktop
CUST02018,5.93,2,3,3,Desktop
CUST02019,21.09,3,1,0,Desktop
CUST02020,16.51,1,1,0,Desktop
CUST02021,0.89,12,0,0,Mobile
CUST02022,4.0,2,3,0,Tablet
CUST02023,5.34,1,4,1,Desktop
CUST02024,20.1,15,3,2,Desktop
CUST02025,12.6,1,5,1,Mobile
CUST02026,14.97,3,3,2,Mobile
CUST02027,2.12,2,3,3,Tablet
CUST02028,68.39,6,4,4,Mobile
CUST02029,39.19,2,3,0,Tablet
CUST02030,15.66,7,4,4,Mobile
CUST02031,29.62,1,4,2,Tablet
CUST02032,30.7,1,3,0,Tablet
CUST02033,61.78,1,4,3,Mobile
CUST02034,16.0,6,2,0,Desktop
CUST02035,6.44,3,1,1,Mobile
CUST02036,3.63,6,1,1,Mobile
CUST02037,0.51,9,1,0,Desktop
CUST02038,37.73,8,2,2,Mobile
CUST02039,9.62,2,1,1,Mobile
CUST02040,0.25,9,1,1,Tablet
CUST02041,54.41,8,1,0,Tablet
CUST02042,5.82,7,4,0,Desktop
CUST02043,13.05,3,0,0,Desktop
CUST02044,6.84,2,0,0,Desktop
CUST02045,51.8,3,4,0,Desktop
CUST02046,3.59,4,5,2,Mobile
CUST02047,4.11,14,1,1,Desktop
CUST02048,5.14,4,4,0,Desktop
CUST02049,41.71,3,3,1,Desktop
CUST02050,23.83,8,0,0,Mobile
CUST02051,41.51,6,5,3,Tablet
CUST02052,13.64,2,5,4,Mobile
CUST02053,6.71,4,3,1,Mobile
CUST02054,10.97,6,0,0,Mobile
CUST02055,13.55,8,4,0,Mobile
CUST02056,4.35,6,3,1,Desktop
CUST02057,7.47,10,4,1,Tablet
CUST02058,22.32,3,0,0,Tablet
CUST02059,10.38,4,2,1,Desktop
CUST02060,15.24,6,2,0,Desktop
CUST02061,27.42,6,4,1,Desktop
CUST02062,28.85,3,2,2,Tablet
CUST02063,3.85,5,5,1,Desktop
CUST02064,5.71,5,5,1,Tablet
CUST02065,32.43,8,4,3,Mobile
CUST02066,0.17,2,2,2,Mobile
CUST02067,51.57,4,2,1,Mobile
CUST02068,2.5,3,5,5,Desktop
CUST02069,22.89,9,0,0,Mobile
CUST02070,18.27,2,0,0,Tablet
CUST02071,14.27,2,1,1,Mobile
CUST02072,4.2,4,5,1,Tablet
CUST02073,8.97,7,4,4,Desktop
CUST02074,22.54,5,5,2,Desktop
CUST02075,30.88,6,2,1,Tablet
CUST02076,4.25,5,2,2,Desktop
CUST02077,52.56,3,1,1,Tablet
CUST02078,11.12,1,5,5,Mobile
CUST02079,3.94,7,5,4,Tablet
CUST02080,1.25,5,0,0,Mobile
CUST02081,4.54,2,4,2,Mobile
CUST02082,5.17,1,4,0,Desktop
CUST02083,0.12,2,4,3,Desktop
CUST02084,7.9,7,1,1,Tablet
CUST02085,2.01,2,1,1,Desktop
CUST02086,14.61,4,2,2,Mobile
CUST02087,9.95,3,0,0,Mobile
CUST02088,44.37,2,1,0,Tablet
CUST02089,1.92,3,2,2,Tablet
CUST02090,24.72,1,1,1,Mobile
CUST02091,6.7,3,0,0,Tablet
CUST02092,36.34,5,2,0,Desktop
CUST02093,27.16,3,2,2,Desktop
CUST02094,44.09,11,2,0,Desktop
CUST02095,8.38,9,2,1,Mobile
CUST02096,9.3,5,1,0,Tablet
CUST02097,3.17,3,1,0,Mobile
CUST02098,4.41,7,5,1,Desktop
CUST02099,0.18,1,3,2,Desktop
CUST02100,15.65,4,4,4,Tablet
CUST02101,26.02,2,2,2,Mobile
CUST02102,53.97,6,3,3,Mobile
CUST02103,1.13,5,0,0,Tablet
CUST02104,6.6,4,1,0,Tablet
CUST02105,36.99,6,1,1,Tablet
CUST02106,4.74,7,1,1,Mobile
CUST02107,3.32,8,1,0,Tablet
CUST02108,5.43,3,2,1,Desktop
CUST02109,35.36,3,2,1,Mobile
CUST02110,29.63,4,1,1,Mobile
CUST02111,36.77,8,2,1,Desktop
CUST02112,6.04,8,4,1,Tablet
CUST02113,17.1,8,3,3,Mobile
CUST02114,32.25,6,2,0,Desktop
CUST02115,2.08,5,1,0,Desktop
CUST02116,55.31,4,5,3,Mobile
CUST02117,16.5,5,1,0,Desktop
CUST02118,15.53,9,5,1,Mobile
CUST02119,4.22,3,2,1,Desktop
CUST02120,20.64,7,3,3,Desktop
CUST02121,15.83,4,1,0,Tablet
CUST02122,0.78,1,3,0,Mobile
CUST02123,15.6,1,0,0,Desktop
CUST02124,19.42,1,1,1,Tablet
CUST02125,16.69,8,5,2,Tablet
CUST02126,6.98,6,1,1,Tablet
CUST02127,11.64,3,3,3,Mobile
CUST02128,32.18,1,2,2,Mobile
CUST02129,14.81,1,2,1,Desktop
CUST02130,19.71,5,3,2,Desktop
CUST02131,0.25,4,5,1,Desktop
CUST02132,17.69,3,3,2,Desktop
CUST02133,29.98,1,5,5,Tablet
CUST02134,5.61,6,5,1,Tablet
CUST02135,5.34,7,2,0,Desktop
CUST02136,37.93,8,4,2,Tablet
CUST02137,1.98,9,4,0,Tablet
CUST02138,46.28,2,0,0,Mobile
CUST02139,4.16,4,2,1,Mobile
CUST02140,18.55,6,3,0,Desktop
CUST02141,9.18,8,3,2,Desktop
CUST02142,2.04,9,5,0,Mobile
CUST02143,34.15,4,1,0,Tablet
CUST02144,8.18,2,2,2,Tablet
CUST02145,2.19,5,4,2,Tablet
CUST02146,9.14,1,0,0,Mobile
CUST02147,12.05,2,5,4,Desktop
CUST02148,10.22,5,2,0,Tablet
CUST02149,17.75,6,3,3,Tablet
CUST02150,2.84,1,0,0,Desktop
CUST02151,25.48,7,4,4,Mobile
CUST02152,10.44,1,3,2,Mobile
CUST02153,8.92,6,0,0,Desktop
CUST02154,8.74,11,2,0,Tablet
CUST02155,3.16,4,1,1,Mobile
CUST02156,8.52,7,0,0,Desktop
CUST02157,10.16,7,4,3,Tablet
CUST02158,1.03,6,0,0,Mobile
CUST02159,3.31,8,0,0,Desktop
CUST02160,12.01,5,0,0,Tablet
CUST02161,0.39,5,1,1,Mobile
CUST02162,19.37,1,3,1,Tablet
CUST02163,35.54,2,1,1,Desktop
CUST02164,10.8,8,0,0,Desktop
CUST02165,15.46,1,1,0,Tablet
CUST02166,2.72,8,3,0,Mobile
CUST02167,13.14,4,0,0,Mobile
CUST02168,2.88,4,0,0,Tablet
CUST02169,16.64,6,3,2,Mobile
CUST02170,6.29,3,5,1,Mobile
CUST02171,13.89,7,1,0,Mobile
CUST02172,14.26,5,5,0,Mobile
CUST02173,1.47,3,4,4,Desktop
CUST02174,26.54,8,2,0,Tablet
CUST02175,2.9,7,1,1,Desktop
CUST02176,4.84,5,4,2,Desktop
CUST02177,14.62,4,3,0,Desktop
CUST02178,2.08,1,2,0,Desktop
CUST02179,16.79,4,0,0,Mobile
CUST02180,9.24,2,1,1,Desktop
CUST02181,1.33,1,1,0,Desktop
CUST02182,0.28,2,2,0,Tablet
CUST02183,8.76,1,2,2,Desktop
CUST02184,32.75,1,5,5,Tablet
CUST02185,1.86,3,5,0,Tablet
CUST02186,26.73,4,5,3,Mobile
CUST02187,11.06,1,3,2,Mobile
CUST02188,5.54,5,4,3,Mobile
CUST02189,41.23,5,3,1,Mobile
CUST02190,6.68,9,1,0,Mobile
CUST02191,50.19,1,1,0,Mobile
CUST02192,12.45,9,4,3,Mobile
CUST02193,6.79,5,5,5,Mobile
CUST02194,43.48,6,1,0,Mobile
CUST02195,20.67,5,3,3,Desktop
CUST02196,13.7,8,2,2,Desktop
CUST02197,10.68,4,0,0,Mobile
CUST02198,0.8,1,5,3,Tablet
CUST02199,16.41,8,2,0,Mobile
CUST02200,28.37,6,0,0,Tablet
CUST02201,42.16,4,5,3,Desktop
CUST02202,2.96,2,5,3,Mobile
CUST02203,9.86,4,1,1,Mobile
CUST02204,0.18,1,3,2,Desktop
CUST02205,31.81,4,1,0,Tablet
CUST02206,14.7,3,1,1,Desktop
CUST02207,26.0,3,1,0,Tablet
CUST02208,11.76,1,0,0,Mobile
CUST02209,7.09,8,1,1,Tablet
CUST02210,23.17,2,2,2,Mobile
CUST02211,12.13,6,1,0,Desktop
CUST02212,9.4,5,2,1,Desktop
CUST02213,37.76,4,4,1,Desktop
CUST02214,11.55,1,1,0,Mobile
CUST02215,4.82,5,0,0,Tablet
CUST02216,21.34,4,1,1,Tablet
CUST02217,23.12,2,5,4,Desktop
CUST02218,40.16,5,1,0,Tablet
CUST02219,4.1,6,4,1,Tablet
CUST02220,10.33,7,5,4,Tablet
CUST02221,25.73,9,3,0,Tablet
CUST02222,5.39,4,0,0,Mobile
CUST02223,6.38,4,3,3,Desktop
CUST02224,16.03,2,3,2,Mobile
CUST02225,2.91,7,0,0,Desktop
CUST02226,26.16,1,4,3,Mobile
CUST02227,12.0,4,4,2,Mobile
CUST02228,25.9,5,5,1,Mobile
CUST02229,2.85,3,5,4,Mobile
CUST02230,10.85,5,1,0,Desktop
CUST02231,25.64,7,4,4,Tablet
CUST02232,0.01,2,0,0,Desktop
CUST02233,0.04,4,4,4,Tablet
CUST02234,6.52,1,4,0,Tablet
CUST02235,36.38,7,0,0,Desktop
CUST02236,20.92,1,0,0,Tablet
CUST02237,9.45,7,4,3,Desktop
CUST02238,12.09,5,5,4,Mobile
CUST02239,46.79,11,0,0,Tablet
CUST02240,6.03,4,5,2,Mobile
CUST02241,10.48,7,4,2,Tablet
CUST02242,16.56,8,0,0,Desktop
CUST02243,6.58,2,2,0,Tablet
CUST02244,2.58,2,5,5,Mobile
CUST02245,0.43,4,5,2,Tablet
CUST02246,23.25,3,4,1,Desktop
CUST02247,7.13,8,2,2,Tablet
CUST02248,2.85,10,4,2,Tablet
CUST02249,1.35,1,2,1,Desktop
CUST02250,3.02,7,0,0,Desktop
CUST02251,12.02,6,5,4,Desktop
CUST02252,14.68,3,4,1,Mobile
CUST02253,6.48,7,0,0,Mobile
CUST02254,21.3,5,2,2,Tablet
CUST02255,8.59,6,2,2,Tablet
CUST02256,1.62,7,5,1,Tablet
CUST02257,10.97,6,4,4,Mobile
CUST02258,24.13,6,3,0,Desktop
CUST02259,22.17,1,4,3,Mobile
CUST02260,27.2,7,4,3,Mobile
CUST02261,13.98,2,1,1,Desktop
CUST02262,3.82,3,2,1,Desktop
CUST02263,21.82,4,2,1,Mobile
CUST02264,67.35,3,4,0,Tablet
CUST02265,7.5,8,4,3,Mobile
CUST02266,7.13,2,5,4,Desktop
CUST02267,30.9,11,2,1,Tablet
CUST02268,26.47,3,3,2,Mobile
CUST02269,8.09,3,2,1,Tablet
CUST02270,9.54,6,3,1,Tablet
CUST02271,9.4,5,1,0,Mobile
CUST02272,2.57,7,4,4,Tablet
CUST02273,3.99,1,5,1,Desktop
CUST02274,6.37,4,1,1,Desktop
CUST02275,6.71,8,1,1,Desktop
CUST02276,3.37,5,3,2,Tablet
CUST02277,11.0,3,3,0,Mobile
CUST02278,99.92,10,4,4,Mobile
CUST02279,4.96,5,2,2,Desktop
CUST02280,16.02,1,0,0,Desktop
CUST02281,5.91,6,5,5,Tablet
CUST02282,26.23,4,4,3,Desktop
CUST02283,0.56,9,4,2,Mobile
CUST02284,16.97,1,2,2,Desktop
CUST02285,9.07,2,3,1,Tablet
CUST02286,10.4,3,1,1,Mobile
CUST02287,10.26,3,3,3,Tablet
CUST02288,1.31,3,4,3,Desktop
CUST02289,11.03,4,1,1,Mobile
CUST02290,12.52,7,3,0,Tablet
CUST02291,16.31,5,3,1,Tablet
CUST02292,19.0,6,5,1,Desktop
CUST02293,15.71,4,2,1,Desktop
CUST02294,50.68,6,2,0,Mobile
CUST02295,3.26,8,1,0,Mobile
CUST02296,25.51,1,5,4,Mobile
CUST02297,4.64,1,1,1,Desktop
CUST02298,5.98,4,3,1,Mobile
CUST02299,0.37,2,5,0,Desktop
CUST02300,24.85,1,3,3,Tablet
CUST02301,21.54,2,1,0,Tablet
CUST02302,4.81,9,0,0,Mobile
CUST02303,42.56,5,3,0,Mobile
CUST02304,2.82,3,2,2,Tablet
CUST02305,0.1,7,0,0,Mobile
CUST02306,5.43,9,0,0,Mobile
CUST02307,57.27,7,3,2,Tablet
CUST02308,4.37,7,2,0,Tablet
CUST02309,6.2,6,0,0,Desktop
CUST02310,17.09,1,4,2,Mobile
CUST02311,9.87,6,3,0,Mobile
CUST02312,17.43,2,5,1,Tablet
CUST02313,65.58,1,4,3,Desktop
CUST02314,8.45,12,3,3,Desktop
CUST02315,6.62,2,3,1,Mobile
CUST02316,13.83,4,2,1,Mobile
CUST02317,5.26,2,1,1,Desktop
CUST02318,2.91,3,5,2,Mobile
CUST02319,1.1,7,1,1,Desktop
CUST02320,8.28,4,1,1,Mobile
CUST02321,0.93,9,2,0,Mobile
CUST02322,11.35,4,5,5,Desktop
CUST02323,7.33,2,2,2,Mobile
CUST02324,7.26,6,4,2,Desktop
CUST02325,16.64,2,3,3,Desktop
CUST02326,5.94,1,1,1,Tablet
CUST02327,12.2,4,5,4,Mobile
CUST02328,2.86,2,2,2,Desktop
CUST02329,0.78,9,3,0,Mobile
CUST02330,5.89,3,1,0,Tablet
CUST02331,116.63,8,4,1,Desktop
CUST02332,0.86,4,5,2,Tablet
CUST02333,27.34,13,5,3,Tablet
CUST02334,6.95,3,1,0,Mobile
CUST02335,3.87,6,1,1,Tablet
CUST02336,2.38,7,2,0,Desktop
CUST02337,54.83,7,3,2,Mobile
CUST02338,10.38,4,0,0,Desktop
CUST02339,18.4,1,2,2,Mobile
CUST02340,5.6,4,5,2,Desktop
CUST02341,6.69,3,3,2,Desktop
CUST02342,11.22,4,0,0,Mobile
CUST02343,4.18,4,3,0,Desktop
CUST02344,3.89,1,2,1,Tablet
CUST02345,9.09,8,2,1,Tablet
CUST02346,9.77,4,5,1,Tablet
CUST02347,6.83,4,2,0,Mobile
CUST02348,2.37,5,4,2,Mobile
CUST02349,9.56,1,4,2,Desktop
CUST02350,3.79,4,4,3,Tablet
CUST02351,7.36,6,4,4,Desktop
CUST02352,44.05,1,1,1,Mobile
CUST02353,4.01,8,5,2,Mobile
CUST02354,2.41,2,4,3,Mobile
CUST02355,21.9,3,2,2,Mobile
CUST02356,3.96,7,2,0,Desktop
CUST02357,2.22,11,5,2,Tablet
