CampaignID,CampaignName,CustomerID,CampaignMedium,EngagementLevel,ConversionStatus
CAM0414,Campaign Drug,CUST00135,Push Notification,Clicked,Converted
CAM0415,Campaign Send,CUST03318,Email,Opened,Converted
CAM0416,Campaign Until,CUST08040,SMS,Clicked,Converted
CAM0417,Campaign Money,CUST08691,SMS,Opened,Not Converted
CAM0418,Campaign For,CUST00772,SMS,Ignored,Not Converted
CAM0419,Campaign Poor,CUST05435,Email,Ignored,Converted
CAM0420,Campaign White,CUST06557,Push Notification,Ignored,Converted
CAM0421,Campaign Enough,CUST09497,Social Media,Ignored,Converted
CAM0422,Campaign Commercial,CUST05416,SMS,Clicked,Converted
CAM0423,Campaign Participant,CUST01513,Social Media,Opened,Not Converted
CAM0424,Campaign Forward,CUST00998,Email,Opened,Converted
CAM0425,Campaign Center,CUST01239,Social Media,Ignored,Converted
CAM0426,Campaign Attorney,CUST03619,Push Notification,Ignored,Converted
CAM0427,Campaign Forward,CUST03958,SMS,Opened,Converted
CAM0428,Campaign These,CUST02720,SMS,Clicked,Converted
CAM0429,Campaign True,CUST00697,Push Notification,Clicked,Not Converted
CAM0430,Campaign Open,CUST02044,Push Notification,Clicked,Not Converted
CAM0431,Campaign Force,CUST08348,Push Notification,Clicked,Not Converted
CAM0432,Campaign Art,CUST04981,SMS,Ignored,Not Converted
CAM0433,Campaign Seem,CUST03597,Social Media,Ignored,Converted
CAM0434,Campaign Wait,CUST05583,Email,Opened,Not Converted
CAM0435,Campaign Card,CUST08212,SMS,Clicked,Converted
CAM0436,Campaign Director,CUST06497,Email,Clicked,Converted
CAM0437,Campaign Also,CUST09082,Social Media,Ignored,Converted
CAM0438,Campaign Produce,CUST05342,SMS,Opened,Converted
CAM0439,Campaign Best,CUST00679,Push Notification,Opened,Not Converted
CAM0440,Campaign Then,CUST06752,SMS,Opened,Not Converted
CAM0441,Campaign International,CUST01575,Push Notification,Clicked,Converted
CAM0442,Campaign A,CUST05789,SMS,Ignored,Converted
CAM0443,Campaign Store,CUST04581,Email,Ignored,Not Converted
CAM0444,Campaign Anyone,CUST04293,Email,Clicked,Not Converted
CAM0445,Campaign Speak,CUST08628,SMS,Ignored,Not Converted
CAM0446,Campaign Ready,CUST03630,Email,Ignored,Converted
CAM0447,Campaign Action,CUST09275,Social Media,Ignored,Converted
CAM0448,Campaign Guy,CUST02366,Push Notification,Clicked,Converted
CAM0449,Campaign Nearly,CUST04067,Push Notification,Clicked,Not Converted
CAM0450,Campaign Him,CUST08869,Social Media,Opened,Not Converted
CAM0451,Campaign Single,CUST06136,Push Notification,Ignored,Not Converted
CAM0452,Campaign Join,CUST05531,Email,Ignored,Converted
CAM0453,Campaign Whatever,CUST03916,Push Notification,Ignored,Not Converted
CAM0454,Campaign Similar,CUST06994,Social Media,Ignored,Converted
CAM0455,Campaign Last,CUST00083,Email,Clicked,Not Converted
CAM0456,Campaign Talk,CUST06852,SMS,Clicked,Not Converted
CAM0457,Campaign Fall,CUST04886,Email,Ignored,Converted
CAM0458,Campaign Cause,CUST08129,Social Media,Ignored,Converted
CAM0459,Campaign Between,CUST07388,SMS,Opened,Not Converted
CAM0460,Campaign International,CUST00316,SMS,Clicked,Not Converted
CAM0461,Campaign Whether,CUST03283,Social Media,Ignored,Not Converted
CAM0462,Campaign Reason,CUST03780,Push Notification,Clicked,Converted
CAM0463,Campaign Light,CUST05005,Push Notification,Ignored,Not Converted
CAM0464,Campaign Former,CUST05945,SMS,Clicked,Not Converted
CAM0465,Campaign Visit,CUST05584,Email,Ignored,Not Converted
CAM0466,Campaign Plan,CUST02437,SMS,Opened,Converted
CAM0467,Campaign May,CUST06249,Push Notification,Opened,Not Converted
CAM0468,Campaign Week,CUST04142,Social Media,Opened,Not Converted
CAM0469,Campaign Energy,CUST05490,Email,Ignored,Converted
CAM0470,Campaign Themselves,CUST05476,Social Media,Opened,Not Converted
CAM0471,Campaign Second,CUST07318,Email,Opened,Converted
CAM0472,Campaign Thus,CUST04496,Social Media,Opened,Converted
CAM0473,Campaign War,CUST09105,SMS,Ignored,Not Converted
CAM0474,Campaign Low,CUST01036,Email,Clicked,Converted
CAM0475,Campaign Cause,CUST08054,Email,Clicked,Converted
CAM0476,Campaign Left,CUST00510,SMS,Ignored,Converted
CAM0477,Campaign Every,CUST02577,Social Media,Clicked,Not Converted
CAM0478,Campaign Book,CUST00971,Email,Opened,Converted
CAM0479,Campaign Can,CUST09928,SMS,Clicked,Converted
CAM0480,Campaign Accept,CUST02581,Social Media,Ignored,Not Converted
CAM0481,Campaign Sign,CUST01910,Social Media,Opened,Not Converted
CAM0482,Campaign Brother,CUST09877,SMS,Opened,Not Converted
CAM0483,Campaign Other,CUST08202,Email,Ignored,Converted
CAM0484,Campaign Country,CUST03596,Email,Ignored,Not Converted
CAM0485,Campaign Call,CUST08660,Email,Opened,Not Converted
CAM0486,Campaign Coach,CUST00810,Social Media,Opened,Converted
CAM0487,Campaign Hundred,CUST05854,SMS,Clicked,Converted
CAM0488,Campaign Standard,CUST09980,Push Notification,Clicked,Converted
CAM0489,Campaign Speak,CUST04995,SMS,Ignored,Converted
CAM0490,Campaign Skill,CUST07490,Email,Clicked,Not Converted
CAM0491,Campaign Firm,CUST05140,Social Media,Ignored,Converted
CAM0492,Campaign Small,CUST07942,SMS,Ignored,Converted
CAM0493,Campaign Above,CUST06768,SMS,Opened,Not Converted
CAM0494,Campaign Network,CUST02560,Email,Opened,Converted
CAM0495,Campaign Candidate,CUST09230,Social Media,Opened,Converted
CAM0496,Campaign Can,CUST02344,Email,Clicked,Not Converted
CAM0497,Campaign Letter,CUST07070,Push Notification,Clicked,Not Converted
CAM0498,Campaign Effort,CUST02147,Push Notification,Clicked,Not Converted
CAM0499,Campaign Specific,CUST05182,Social Media,Clicked,Not Converted
CAM0500,Campaign Child,CUST01299,Push Notification,Opened,Not Converted
CAM0501,Campaign The,CUST01195,Email,Opened,Converted
CAM0502,Campaign Finish,CUST08152,Push Notification,Ignored,Not Converted
CAM0503,Campaign Left,CUST06410,SMS,Opened,Not Converted
CAM0504,Campaign Mention,CUST00230,Social Media,Clicked,Not Converted
CAM0505,Campaign Natural,CUST01770,Email,Opened,Converted
CAM0506,Campaign Hundred,CUST05123,Email,Opened,Converted
CAM0507,Campaign Every,CUST02533,SMS,Opened,Converted
CAM0508,Campaign Trouble,CUST04773,Social Media,Opened,Not Converted
CAM0509,Campaign Act,CUST06128,SMS,Ignored,Converted
CAM0510,Campaign Sound,CUST03353,SMS,Clicked,Not Converted
CAM0511,Campaign Return,CUST04304,Social Media,Ignored,Not Converted
CAM0512,Campaign Order,CUST00532,Social Media,Clicked,Not Converted
CAM0513,Campaign Rock,CUST04235,Social Media,Ignored,Not Converted
CAM0514,Campaign Most,CUST02779,Social Media,Clicked,Not Converted
CAM0515,Campaign Down,CUST01852,Push Notification,Clicked,Converted
CAM0516,Campaign Inside,CUST03441,SMS,Opened,Not Converted
CAM0517,Campaign Deep,CUST04995,SMS,Ignored,Converted
CAM0518,Campaign Democrat,CUST09853,Push Notification,Opened,Converted
CAM0519,Campaign Bar,CUST04187,Social Media,Clicked,Not Converted
CAM0520,Campaign Voice,CUST01386,Push Notification,Clicked,Converted
CAM0521,Campaign In,CUST00685,Email,Clicked,Converted
CAM0522,Campaign Model,CUST03637,Email,Opened,Converted
CAM0523,Campaign Live,CUST03426,Social Media,Clicked,Not Converted
CAM0524,Campaign Action,CUST01286,Social Media,Opened,Converted
CAM0525,Campaign Color,CUST07482,Social Media,Ignored,Converted
CAM0526,Campaign Point,CUST09863,Push Notification,Clicked,Converted
CAM0527,Campaign Miss,CUST09652,Push Notification,Ignored,Converted
CAM0528,Campaign Floor,CUST00966,Social Media,Ignored,Not Converted
CAM0529,Campaign Might,CUST08240,Social Media,Ignored,Not Converted
CAM0530,Campaign Plant,CUST02577,Social Media,Opened,Not Converted
CAM0531,Campaign Apply,CUST01216,SMS,Ignored,Not Converted
CAM0532,Campaign Cold,CUST02969,Email,Ignored,Converted
CAM0533,Campaign Century,CUST01517,SMS,Clicked,Converted
CAM0534,Campaign Staff,CUST05796,SMS,Opened,Not Converted
CAM0535,Campaign Feeling,CUST01893,Social Media,Opened,Not Converted
CAM0536,Campaign Risk,CUST09855,Email,Clicked,Not Converted
CAM0537,Campaign Suggest,CUST07435,Email,Ignored,Not Converted
CAM0538,Campaign Ten,CUST02444,SMS,Clicked,Not Converted
CAM0539,Campaign Various,CUST04312,Push Notification,Opened,Converted
CAM0540,Campaign Campaign,CUST02268,Social Media,Ignored,Not Converted
CAM0541,Campaign Beautiful,CUST01208,Push Notification,Opened,Not Converted
CAM0542,Campaign Compare,CUST02583,Social Media,Ignored,Converted
CAM0543,Campaign Same,CUST03149,Social Media,Clicked,Not Converted
CAM0544,Campaign Research,CUST09038,Email,Opened,Converted
CAM0545,Campaign Rest,CUST01248,Push Notification,Clicked,Not Converted
CAM0546,Campaign Old,CUST05247,Social Media,Clicked,Converted
CAM0547,Campaign Kind,CUST08349,Email,Clicked,Converted
CAM0548,Campaign Bill,CUST09590,Email,Opened,Not Converted
CAM0549,Campaign Child,CUST08303,Email,Clicked,Not Converted
CAM0550,Campaign Record,CUST06091,Email,Clicked,Not Converted
CAM0551,Campaign Other,CUST00380,Push Notification,Opened,Not Converted
CAM0552,Campaign Practice,CUST00712,SMS,Clicked,Not Converted
CAM0553,Campaign Station,CUST09806,Push Notification,Ignored,Not Converted
CAM0554,Campaign Listen,CUST05873,Push Notification,Clicked,Not Converted
CAM0555,Campaign Back,CUST06702,Email,Opened,Converted
CAM0556,Campaign Indicate,CUST01150,SMS,Clicked,Not Converted
CAM0557,Campaign Situation,CUST08265,SMS,Clicked,Not Converted
CAM0558,Campaign Grow,CUST01370,Push Notification,Clicked,Converted
CAM0559,Campaign Second,CUST09768,Email,Opened,Converted
CAM0560,Campaign Away,CUST03459,SMS,Clicked,Converted
CAM0561,Campaign Goal,CUST01655,SMS,Opened,Not Converted
CAM0562,Campaign Cost,CUST05694,Social Media,Clicked,Not Converted
CAM0563,Campaign Over,CUST04312,Email,Ignored,Converted
CAM0564,Campaign Study,CUST09384,SMS,Clicked,Converted
CAM0565,Campaign Student,CUST00925,Push Notification,Ignored,Not Converted
CAM0566,Campaign Fight,CUST00714,SMS,Ignored,Converted
CAM0567,Campaign Writer,CUST04110,Social Media,Clicked,Converted
CAM0568,Campaign Modern,CUST05088,Social Media,Clicked,Not Converted
CAM0569,Campaign Travel,CUST00961,SMS,Clicked,Not Converted
CAM0570,Campaign Firm,CUST04944,SMS,Clicked,Converted
CAM0571,Campaign Night,CUST03680,Push Notification,Opened,Converted
CAM0572,Campaign Four,CUST04864,Email,Ignored,Converted
CAM0573,Campaign Fact,CUST05296,Push Notification,Opened,Converted
CAM0574,Campaign Whether,CUST00226,Push Notification,Ignored,Not Converted
CAM0575,Campaign Participant,CUST08407,Email,Ignored,Not Converted
CAM0576,Campaign Respond,CUST00404,Social Media,Ignored,Not Converted
CAM0577,Campaign Stay,CUST07503,Email,Ignored,Converted
CAM0578,Campaign Produce,CUST05288,Email,Opened,Converted
CAM0579,Campaign Offer,CUST01914,Push Notification,Ignored,Converted
CAM0580,Campaign Newspaper,CUST03917,Social Media,Ignored,Converted
CAM0581,Campaign Federal,CUST02085,Social Media,Opened,Not Converted
CAM0582,Campaign History,CUST04122,Social Media,Opened,Converted
CAM0583,Campaign Generation,CUST07934,Push Notification,Ignored,Converted
CAM0584,Campaign Near,CUST00333,Email,Clicked,Converted
CAM0585,Campaign Account,CUST04884,Push Notification,Clicked,Converted
CAM0586,Campaign A,CUST06381,Social Media,Clicked,Converted
CAM0587,Campaign Bar,CUST00677,Email,Clicked,Not Converted
CAM0588,Campaign Democratic,CUST08410,Social Media,Opened,Not Converted
CAM0589,Campaign Evidence,CUST02358,SMS,Clicked,Not Converted
CAM0590,Campaign Either,CUST07153,Push Notification,Ignored,Converted
CAM0591,Campaign Summer,CUST09527,Email,Opened,Converted
CAM0592,Campaign Mrs,CUST00510,Social Media,Ignored,Not Converted
CAM0593,Campaign Law,CUST08202,SMS,Opened,Not Converted
CAM0594,Campaign Threat,CUST06008,Push Notification,Ignored,Not Converted
CAM0595,Campaign Rest,CUST05752,Social Media,Opened,Not Converted
CAM0596,Campaign Finally,CUST03932,Push Notification,Opened,Not Converted
CAM0597,Campaign Kitchen,CUST09143,SMS,Opened,Not Converted
CAM0598,Campaign East,CUST09037,Email,Opened,Not Converted
CAM0599,Campaign Suggest,CUST06605,SMS,Clicked,Not Converted
CAM0600,Campaign Customer,CUST07805,Push Notification,Opened,Converted
CAM0601,Campaign Mean,CUST03860,SMS,Clicked,Converted
CAM0602,Campaign Reflect,CUST07579,SMS,Ignored,Converted
CAM0603,Campaign Read,CUST02073,Push Notification,Opened,Converted
CAM0604,Campaign Design,CUST04381,Push Notification,Opened,Not Converted
CAM0605,Campaign Daughter,CUST05214,Email,Clicked,Converted
CAM0606,Campaign Staff,CUST08883,Email,Opened,Not Converted
CAM0607,Campaign Later,CUST04294,Social Media,Opened,Not Converted
CAM0608,Campaign Subject,CUST05263,Social Media,Opened,Not Converted
CAM0609,Campaign So,CUST02789,Social Media,Ignored,Not Converted
CAM0610,Campaign Role,CUST00562,Email,Opened,Converted
CAM0611,Campaign Age,CUST09729,Email,Opened,Converted
CAM0612,Campaign Base,CUST06029,Email,Clicked,Converted
CAM0613,Campaign Wrong,CUST07874,Social Media,Clicked,Converted
CAM0614,Campaign Glass,CUST07446,Email,Clicked,Not Converted
CAM0615,Campaign Policy,CUST09672,Social Media,Clicked,Converted
CAM0616,Campaign Attorney,CUST08501,Push Notification,Opened,Converted
CAM0617,Campaign Outside,CUST02588,Push Notification,Opened,Not Converted
CAM0618,Campaign Door,CUST00979,Email,Clicked,Converted
CAM0619,Campaign Pull,CUST01743,Email,Ignored,Not Converted
CAM0620,Campaign Then,CUST01642,Social Media,Ignored,Not Converted
CAM0621,Campaign Democrat,CUST00192,Email,Ignored,Converted
CAM0622,Campaign American,CUST08162,SMS,Opened,Converted
CAM0623,Campaign Able,CUST01887,Email,Ignored,Converted
CAM0624,Campaign More,CUST00270,Social Media,Opened,Converted
CAM0625,Campaign Trial,CUST06746,Push Notification,Ignored,Not Converted
CAM0626,Campaign Involve,CUST04092,Email,Ignored,Converted
CAM0627,Campaign Catch,CUST03947,Email,Ignored,Converted
CAM0628,Campaign Smile,CUST02556,Social Media,Opened,Converted
CAM0629,Campaign Group,CUST04040,SMS,Opened,Converted
CAM0630,Campaign Kid,CUST03878,SMS,Clicked,Converted
CAM0631,Campaign Last,CUST00609,SMS,Clicked,Not Converted
CAM0632,Campaign Science,CUST00629,Email,Ignored,Converted
CAM0633,Campaign Other,CUST05690,Email,Opened,Converted
CAM0634,Campaign Agency,CUST04314,SMS,Opened,Converted
CAM0635,Campaign Full,CUST05904,Push Notification,Ignored,Converted
CAM0636,Campaign Room,CUST05587,Push Notification,Ignored,Converted
CAM0637,Campaign Some,CUST09476,SMS,Opened,Converted
CAM0638,Campaign She,CUST00037,Push Notification,Clicked,Converted
CAM0639,Campaign True,CUST08101,SMS,Opened,Not Converted
CAM0640,Campaign Lead,CUST01468,Email,Ignored,Not Converted
CAM0641,Campaign Present,CUST06398,SMS,Clicked,Not Converted
CAM0642,Campaign Popular,CUST01105,Social Media,Clicked,Converted
CAM0643,Campaign Brother,CUST09567,Social Media,Ignored,Not Converted
CAM0644,Campaign Offer,CUST04328,Social Media,Opened,Converted
CAM0645,Campaign Per,CUST06379,Push Notification,Clicked,Converted
CAM0646,Campaign Growth,CUST03933,Social Media,Clicked,Converted
CAM0647,Campaign Word,CUST00014,SMS,Clicked,Converted
CAM0648,Campaign Professor,CUST00730,Email,Clicked,Converted
CAM0649,Campaign Manager,CUST00454,Email,Ignored,Converted
CAM0650,Campaign Wonder,CUST00147,SMS,Ignored,Not Converted
CAM0651,Campaign Hope,CUST05738,Push Notification,Ignored,Not Converted
CAM0652,Campaign Institution,CUST06097,Email,Clicked,Converted
CAM0653,Campaign Exist,CUST02415,Push Notification,Opened,Not Converted
CAM0654,Campaign Claim,CUST02170,Social Media,Opened,Not Converted
CAM0655,Campaign Affect,CUST03921,Push Notification,Ignored,Converted
CAM0656,Campaign Develop,CUST06954,Push Notification,Opened,Converted
CAM0657,Campaign Garden,CUST05697,SMS,Opened,Not Converted
CAM0658,Campaign Knowledge,CUST00514,Email,Clicked,Not Converted
CAM0659,Campaign Meeting,CUST07150,Push Notification,Ignored,Not Converted
CAM0660,Campaign Industry,CUST04149,SMS,Clicked,Converted
CAM0661,Campaign Hand,CUST03969,Social Media,Clicked,Converted
CAM0662,Campaign Join,CUST03410,Push Notification,Ignored,Converted
CAM0663,Campaign Event,CUST00701,SMS,Ignored,Not Converted
CAM0664,Campaign Just,CUST01595,Social Media,Opened,Not Converted
CAM0665,Campaign All,CUST07363,Email,Clicked,Converted
CAM0666,Campaign Mention,CUST07704,Push Notification,Opened,Converted
CAM0667,Campaign Road,CUST05745,Email,Ignored,Not Converted
CAM0668,Campaign Clearly,CUST08347,Social Media,Opened,Converted
CAM0669,Campaign Between,CUST08908,SMS,Ignored,Converted
CAM0670,Campaign Fire,CUST07346,Push Notification,Ignored,Converted
CAM0671,Campaign As,CUST04086,Social Media,Clicked,Converted
CAM0672,Campaign Along,CUST09296,Push Notification,Clicked,Converted
CAM0673,Campaign Recent,CUST00525,Social Media,Ignored,Converted
CAM0674,Campaign Half,CUST05994,Social Media,Ignored,Not Converted
CAM0675,Campaign Executive,CUST03790,SMS,Opened,Not Converted
CAM0676,Campaign Teach,CUST02862,SMS,Opened,Converted
CAM0677,Campaign Old,CUST08020,Email,Clicked,Not Converted
CAM0678,Campaign Analysis,CUST04276,SMS,Clicked,Not Converted
CAM0679,Campaign Deep,CUST04582,Social Media,Clicked,Converted
CAM0680,Campaign Executive,CUST09611,Social Media,Clicked,Not Converted
CAM0681,Campaign Turn,CUST02975,Social Media,Ignored,Converted
CAM0682,Campaign Effect,CUST06359,Email,Ignored,Converted
CAM0683,Campaign Reduce,CUST02799,Email,Ignored,Converted
CAM0684,Campaign Feeling,CUST07224,Email,Clicked,Converted
CAM0685,Campaign Pm,CUST00566,Social Media,Clicked,Not Converted
CAM0686,Campaign Reflect,CUST03943,SMS,Ignored,Not Converted
CAM0687,Campaign Way,CUST02623,Push Notification,Ignored,Converted
CAM0688,Campaign Loss,CUST03503,Push Notification,Clicked,Converted
CAM0689,Campaign Approach,CUST02433,Push Notification,Clicked,Converted
CAM0690,Campaign Fall,CUST05254,Push Notification,Clicked,Not Converted
CAM0691,Campaign Agency,CUST09297,Social Media,Clicked,Not Converted
CAM0692,Campaign Will,CUST06685,SMS,Clicked,Not Converted
CAM0693,Campaign Prove,CUST01922,Email,Opened,Converted
CAM0694,Campaign Yourself,CUST01730,Social Media,Opened,Converted
CAM0695,Campaign Bit,CUST09339,Email,Opened,Converted
CAM0696,Campaign Oil,CUST09633,Push Notification,Opened,Not Converted
CAM0697,Campaign Front,CUST09343,Push Notification,Opened,Converted
CAM0698,Campaign The,CUST04966,Push Notification,Opened,Converted
CAM0699,Campaign Dream,CUST09339,Social Media,Ignored,Converted
CAM0700,Campaign Return,CUST06220,SMS,Opened,Not Converted
CAM0701,Campaign Law,CUST05186,Email,Clicked,Not Converted
CAM0702,Campaign Candidate,CUST04681,SMS,Ignored,Not Converted
CAM0703,Campaign Consumer,CUST01228,Social Media,Opened,Converted
CAM0704,Campaign Future,CUST00291,SMS,Opened,Converted
CAM0705,Campaign Help,CUST07616,Push Notification,Opened,Not Converted
CAM0706,Campaign Research,CUST08327,SMS,Opened,Not Converted
CAM0707,Campaign Century,CUST00700,SMS,Ignored,Converted
CAM0708,Campaign House,CUST04547,SMS,Opened,Not Converted
CAM0709,Campaign Upon,CUST09901,Email,Opened,Converted
CAM0710,Campaign Then,CUST04219,SMS,Opened,Converted
CAM0711,Campaign So,CUST07323,SMS,Opened,Not Converted
CAM0712,Campaign Picture,CUST08702,Social Media,Clicked,Not Converted
CAM0713,Campaign Risk,CUST02808,Email,Ignored,Not Converted
CAM0714,Campaign Happy,CUST01473,Social Media,Opened,Not Converted
CAM0715,Campaign Hand,CUST02935,SMS,Opened,Not Converted
CAM0716,Campaign Way,CUST09317,Email,Opened,Not Converted
CAM0717,Campaign Long,CUST00797,Social Media,Ignored,Not Converted
CAM0718,Campaign Medical,CUST09747,SMS,Clicked,Converted
CAM0719,Campaign Voice,CUST06975,Email,Opened,Converted
CAM0720,Campaign Participant,CUST02532,Push Notification,Opened,Not Converted
CAM0721,Campaign Officer,CUST00995,Push Notification,Ignored,Converted
CAM0722,Campaign Sometimes,CUST03355,SMS,Ignored,Converted
CAM0723,Campaign Base,CUST09860,Push Notification,Ignored,Converted
CAM0724,Campaign Focus,CUST02933,Social Media,Ignored,Not Converted
CAM0725,Campaign Do,CUST00174,Email,Opened,Converted
CAM0726,Campaign Guess,CUST02401,Social Media,Ignored,Not Converted
CAM0727,Campaign Hundred,CUST08584,Push Notification,Ignored,Converted
CAM0728,Campaign Miss,CUST01866,Social Media,Ignored,Converted
CAM0729,Campaign Form,CUST04975,Email,Opened,Converted
CAM0730,Campaign Although,CUST03602,SMS,Clicked,Not Converted
CAM0731,Campaign For,CUST09924,Email,Ignored,Not Converted
CAM0732,Campaign Cover,CUST01810,Social Media,Ignored,Not Converted
CAM0733,Campaign Candidate,CUST03084,Push Notification,Ignored,Not Converted
CAM0734,Campaign Arrive,CUST06854,Email,Clicked,Not Converted
CAM0735,Campaign Key,CUST01994,SMS,Clicked,Converted
CAM0736,Campaign Sell,CUST05964,Email,Ignored,Converted
CAM0737,Campaign Attention,CUST02728,Social Media,Opened,Converted
CAM0738,Campaign Community,CUST07874,Email,Clicked,Not Converted
CAM0739,Campaign Guy,CUST05504,Social Media,Opened,Converted
CAM0740,Campaign Walk,CUST08772,Social Media,Ignored,Not Converted
CAM0741,Campaign Senior,CUST08315,Email,Opened,Converted
CAM0742,Campaign Sound,CUST02745,Push Notification,Ignored,Converted
CAM0743,Campaign Outside,CUST02912,Social Media,Clicked,Not Converted
CAM0744,Campaign Gas,CUST04918,SMS,Opened,Converted
CAM0745,Campaign Newspaper,CUST04496,SMS,Clicked,Converted
CAM0746,Campaign Represent,CUST05696,SMS,Ignored,Not Converted
CAM0747,Campaign Thing,CUST03223,Email,Opened,Converted
CAM0748,Campaign Fly,CUST09939,Social Media,Clicked,Not Converted
CAM0749,Campaign Manager,CUST03290,Push Notification,Ignored,Not Converted
CAM0750,Campaign Bill,CUST00516,SMS,Opened,Converted
CAM0751,Campaign Art,CUST08766,Push Notification,Clicked,Converted
CAM0752,Campaign Yeah,CUST03074,SMS,Ignored,Converted
CAM0753,Campaign Race,CUST08665,SMS,Opened,Not Converted
CAM0754,Campaign Begin,CUST05080,Email,Clicked,Converted
CAM0755,Campaign Identify,CUST04839,Push Notification,Opened,Not Converted
CAM0756,Campaign Movie,CUST05775,Email,Ignored,Converted
CAM0757,Campaign Main,CUST03030,Push Notification,Opened,Converted
CAM0758,Campaign Turn,CUST01127,Push Notification,Clicked,Not Converted
CAM0759,Campaign Sport,CUST08898,Social Media,Opened,Not Converted
CAM0760,Campaign Huge,CUST08902,Push Notification,Opened,Converted
CAM0761,Campaign Kitchen,CUST06901,SMS,Ignored,Converted
CAM0762,Campaign Example,CUST02922,Email,Ignored,Not Converted
CAM0763,Campaign Compare,CUST08079,Email,Ignored,Converted
CAM0764,Campaign Three,CUST00679,Social Media,Ignored,Not Converted
CAM0765,Campaign Word,CUST08101,SMS,Opened,Converted
CAM0766,Campaign Pressure,CUST09905,SMS,Clicked,Not Converted
CAM0767,Campaign Responsibility,CUST02862,Social Media,Clicked,Converted
CAM0768,Campaign Me,CUST07255,Push Notification,Opened,Converted
CAM0769,Campaign College,CUST02714,Social Media,Opened,Not Converted
CAM0770,Campaign Your,CUST02836,Social Media,Clicked,Not Converted
CAM0771,Campaign Type,CUST01515,Push Notification,Opened,Converted
CAM0772,Campaign Listen,CUST01201,Social Media,Clicked,Not Converted
CAM0773,Campaign Some,CUST09119,Push Notification,Opened,Converted
CAM0774,Campaign Within,CUST09409,Email,Ignored,Converted
CAM0775,Campaign Loss,CUST00669,Push Notification,Ignored,Converted
CAM0776,Campaign Spend,CUST06946,SMS,Clicked,Converted
CAM0777,Campaign Sign,CUST00771,Push Notification,Opened,Converted
CAM0778,Campaign Situation,CUST06825,Social Media,Ignored,Converted
CAM0779,Campaign Every,CUST05188,Email,Ignored,Converted
CAM0780,Campaign Property,CUST08579,Email,Ignored,Not Converted
CAM0781,Campaign Resource,CUST03759,Email,Ignored,Not Converted
CAM0782,Campaign Service,CUST03443,Push Notification,Clicked,Converted
CAM0783,Campaign Attack,CUST08707,Push Notification,Opened,Converted
CAM0784,Campaign Shake,CUST02437,Social Media,Ignored,Converted
CAM0785,Campaign Million,CUST06306,Social Media,Opened,Converted
CAM0786,Campaign Political,CUST06426,SMS,Clicked,Not Converted
CAM0787,Campaign Myself,CUST01229,Push Notification,Opened,Converted
CAM0788,Campaign Fine,CUST08847,Push Notification,Opened,Not Converted
CAM0789,Campaign Policy,CUST08057,SMS,Ignored,Converted
CAM0790,Campaign Red,CUST02297,Email,Ignored,Converted
CAM0791,Campaign Around,CUST04129,Push Notification,Opened,Not Converted
CAM0792,Campaign White,CUST01824,Social Media,Ignored,Not Converted
CAM0793,Campaign Enter,CUST00671,Social Media,Clicked,Converted
CAM0794,Campaign Production,CUST06182,Email,Clicked,Not Converted
CAM0795,Campaign Effort,CUST03652,Email,Ignored,Converted
CAM0796,Campaign Answer,CUST03172,Social Media,Clicked,Not Converted
CAM0797,Campaign Themselves,CUST08549,Push Notification,Ignored,Converted
CAM0798,Campaign Series,CUST02315,Social Media,Clicked,Not Converted
CAM0799,Campaign Professor,CUST06860,Push Notification,Ignored,Not Converted
CAM0800,Campaign Next,CUST02335,Social Media,Ignored,Converted
CAM0801,Campaign Better,CUST04269,SMS,Clicked,Not Converted
CAM0802,Campaign Director,CUST03751,Push Notification,Ignored,Not Converted
CAM0803,Campaign Drug,CUST03145,SMS,Opened,Not Converted
CAM0804,Campaign Matter,CUST02882,Email,Ignored,Not Converted
CAM0805,Campaign Eight,CUST03922,Email,Clicked,Not Converted
CAM0806,Campaign Say,CUST03068,SMS,Ignored,Not Converted
CAM0807,Campaign I,CUST06770,Social Media,Opened,Converted
CAM0808,Campaign Subject,CUST05225,Push Notification,Clicked,Not Converted
CAM0809,Campaign List,CUST07365,SMS,Clicked,Converted
CAM0810,Campaign Those,CUST05392,Push Notification,Clicked,Not Converted
CAM0811,Campaign Agency,CUST05179,Email,Opened,Not Converted
CAM0812,Campaign Experience,CUST08102,SMS,Opened,Converted
CAM0813,Campaign Economic,CUST06741,SMS,Clicked,Not Converted
CAM0814,Campaign Free,CUST06873,Social Media,Clicked,Converted
CAM0815,Campaign Thing,CUST02747,SMS,Ignored,Converted
CAM0816,Campaign Loss,CUST05745,Social Media,Ignored,Converted
CAM0817,Campaign Together,CUST03551,Push Notification,Ignored,Converted
CAM0818,Campaign Character,CUST00150,SMS,Clicked,Converted
CAM0819,Campaign Expect,CUST05615,Social Media,Ignored,Converted
CAM0820,Campaign Senior,CUST04020,Push Notification,Clicked,Not Converted
CAM0821,Campaign Name,CUST04984,Email,Opened,Converted
CAM0822,Campaign Popular,CUST09754,SMS,Ignored,Converted
CAM0823,Campaign Institution,CUST07963,SMS,Clicked,Converted
CAM0824,Campaign Rate,CUST03214,Email,Clicked,Not Converted
CAM0825,Campaign Cost,CUST03253,Email,Opened,Converted
CAM0826,Campaign Book,CUST01768,SMS,Opened,Converted
CAM0827,Campaign Record,CUST04530,Social Media,Opened,Not Converted
